DepMap_ID,Match_ID
ACH-000766,NCIH1437_LUNG
ACH-000035,NCIH1437_LUNG
ACH-000893,NCIH1437_LUNG
ACH-000448,NCIH1437_LUNG
ACH-000021,NCIH1437_LUNG
ACH-000431,NCIH1437_LUNG
ACH-000747,NCIH1437_LUNG
ACH-000675,NCIH1437_LUNG
ACH-000282,NCIH1437_LUNG
ACH-001362,NCIH1437_LUNG
ACH-000379,NCIH1437_LUNG
ACH-000496,NCIH1437_LUNG
ACH-000888,NCIH1437_LUNG
ACH-000033,NCIH1437_LUNG
ACH-000559,NCIH1437_LUNG
ACH-000733,NCIH1437_LUNG
ACH-000894,NCIH1437_LUNG
ACH-001136,NCIH1437_LUNG
ACH-000586,NCIH1437_LUNG
ACH-000434,NCIH1437_LUNG
ACH-000870,NCIH1437_LUNG
ACH-000414,NCIH1437_LUNG
ACH-000752,NCIH1437_LUNG
ACH-000729,NCIH1437_LUNG
ACH-000587,NCIH1437_LUNG
ACH-001137,NCIH1437_LUNG
ACH-000533,NCIH1437_LUNG
ACH-000886,NCIH1437_LUNG
ACH-000781,NCIH1437_LUNG
ACH-000298,NCIH1437_LUNG
ACH-000521,NCIH1437_LUNG
ACH-000153,NCIH1437_LUNG
ACH-000727,NCIH1437_LUNG
ACH-000590,NCIH1437_LUNG
ACH-000010,NCIH1437_LUNG
ACH-000394,NCIH1437_LUNG
ACH-000451,NCIH1437_LUNG
ACH-000841,NCIH1437_LUNG
ACH-000290,NCIH1437_LUNG
ACH-000904,NCIH1437_LUNG
ACH-000639,NCIH1437_LUNG
ACH-000929,NCIH1437_LUNG
ACH-000311,NCIH1437_LUNG
ACH-000785,NCIH1437_LUNG
ACH-001363,NCIH1437_LUNG
ACH-001138,NCIH1437_LUNG
ACH-000481,NCIH1437_LUNG
ACH-000525,NCIH1437_LUNG
ACH-000924,NCIH1437_LUNG
ACH-000399,NCIH1437_LUNG
ACH-000610,NCIH1437_LUNG
ACH-000447,NCIH1437_LUNG
ACH-000367,NCIH1437_LUNG
ACH-000912,NCIH1437_LUNG
ACH-000718,NCIH1437_LUNG
ACH-000900,NCIH1437_LUNG
ACH-000951,NCIH1437_LUNG
ACH-000875,NCIH1437_LUNG
ACH-000121,NCIH1437_LUNG
ACH-000186,NCIH1437_LUNG
ACH-000092,NCIH1437_LUNG
ACH-000648,NCIH1437_LUNG
ACH-000700,NCIH1437_LUNG
ACH-000251,NCIH1437_LUNG
ACH-001075,NCIH1437_LUNG
ACH-000337,NCIH1437_LUNG
ACH-000837,NCIH1437_LUNG
ACH-000109,NCIH1437_LUNG
ACH-001364,NCIH1437_LUNG
ACH-000860,NCIH1437_LUNG
ACH-000638,NCIH1437_LUNG
ACH-000800,NCIH1437_LUNG
ACH-000463,NCIH1437_LUNG
ACH-000360,NCIH1437_LUNG
ACH-000871,NCIH1437_LUNG
ACH-000395,NCIH1437_LUNG
ACH-000343,NCIH1437_LUNG
ACH-000816,NCIH1437_LUNG
ACH-000767,NCIH1437_LUNG
ACH-000628,NCIH1437_LUNG
ACH-001599,NCIH1437_LUNG
ACH-000378,NCIH1437_LUNG
ACH-000945,NCIH1437_LUNG
ACH-000177,NCIH1437_LUNG
ACH-000853,NCIH1437_LUNG
ACH-000089,NCIH1437_LUNG
ACH-000358,NCIH1437_LUNG
ACH-000491,NCIH1437_LUNG
ACH-000775,NCIH1437_LUNG
ACH-000403,NCIH1437_LUNG
ACH-000789,NCIH1437_LUNG
ACH-000355,NCIH1437_LUNG
ACH-001140,NCIH1437_LUNG
ACH-000416,NCIH1437_LUNG
ACH-000292,NCIH1437_LUNG
ACH-001365,NCIH1437_LUNG
ACH-000710,NCIH1437_LUNG
ACH-000297,NCIH1437_LUNG
ACH-000050,NCIH1437_LUNG
ACH-000474,NCIH1437_LUNG
ACH-002169,NCIH1437_LUNG
ACH-002170,NCIH1437_LUNG
ACH-002171,NCIH1437_LUNG
ACH-002172,NCIH1437_LUNG
ACH-002173,NCIH1437_LUNG
ACH-002174,NCIH1437_LUNG
ACH-002175,NCIH1437_LUNG
ACH-002176,NCIH1437_LUNG
ACH-002177,NCIH1437_LUNG
ACH-002286,NCIH1437_LUNG
ACH-002287,NCIH1437_LUNG
ACH-002341,NCIH1437_LUNG
ACH-000511,CALU6_LUNG
ACH-000392,CALU6_LUNG
ACH-000264,CALU6_LUNG
ACH-000192,MFE280_ENDOMETRIUM
ACH-000879,MFE280_ENDOMETRIUM
ACH-000563,EBC1_LUNG
ACH-001494,GI1_CENTRAL_NERVOUS_SYSTEM
ACH-000756,GI1_CENTRAL_NERVOUS_SYSTEM
ACH-001514,HCC1954_BREAST
ACH-000374,HCC1954_BREAST
ACH-000578,HCC1954_BREAST
ACH-000111,HCC1954_BREAST
ACH-000868,HCC1954_BREAST
ACH-000901,HCC1954_BREAST
ACH-000699,HCC1954_BREAST
ACH-000277,HCC1954_BREAST
ACH-000352,HCC1954_BREAST
ACH-000891,HCC1954_BREAST
ACH-000878,HCC1954_BREAST
ACH-000349,HCC1954_BREAST
ACH-000930,HCC1954_BREAST
ACH-001078,HCC1954_BREAST
ACH-000196,HCC1954_BREAST
ACH-000624,HCC1954_BREAST
ACH-000712,HCC1954_BREAST
ACH-001079,HCC1954_BREAST
ACH-000223,HCC1954_BREAST
ACH-000859,HCC1954_BREAST
ACH-002373,HCC1954_BREAST
ACH-002374,HCC1954_BREAST
ACH-002375,HCC1954_BREAST
ACH-002378,HCC1954_BREAST
ACH-002382,HCC1954_BREAST
ACH-002384,HCC1954_BREAST
ACH-000066,HCC44_LUNG
ACH-000667,HCC44_LUNG
ACH-000339,HCC44_LUNG
ACH-001306,8305C_THYROID
ACH-000866,NCIH23_LUNG
ACH-000514,NCIH23_LUNG
ACH-000780,NCIH23_LUNG
ACH-000980,NCIH23_LUNG
ACH-000523,NCIH23_LUNG
ACH-000510,NCIH23_LUNG
ACH-000921,NCIH23_LUNG
ACH-000129,NCIH23_LUNG
ACH-000666,NCIH23_LUNG
ACH-000845,NCIH23_LUNG
ACH-000737,NCIH23_LUNG
ACH-000327,NCIH23_LUNG
ACH-001591,NCIH23_LUNG
ACH-000852,NCIH23_LUNG
ACH-000830,NCIH23_LUNG
ACH-000589,NCIH23_LUNG
ACH-000506,NCIH23_LUNG
ACH-000892,NCIH23_LUNG
ACH-000869,NCIH23_LUNG
ACH-000916,NCIH23_LUNG
ACH-000015,NCIH23_LUNG
ACH-000179,NCIH23_LUNG
ACH-000744,NCIH23_LUNG
ACH-000766,NCIH23_LUNG
ACH-000035,NCIH23_LUNG
ACH-000893,NCIH23_LUNG
ACH-000448,NCIH23_LUNG
ACH-000021,NCIH23_LUNG
ACH-000431,NCIH23_LUNG
ACH-000747,NCIH23_LUNG
ACH-000675,NCIH23_LUNG
ACH-000282,NCIH23_LUNG
ACH-001362,NCIH23_LUNG
ACH-000379,NCIH23_LUNG
ACH-000496,NCIH23_LUNG
ACH-000888,NCIH23_LUNG
ACH-000033,NCIH23_LUNG
ACH-000559,NCIH23_LUNG
ACH-000733,NCIH23_LUNG
ACH-000894,NCIH23_LUNG
ACH-001136,NCIH23_LUNG
ACH-000586,NCIH23_LUNG
ACH-000434,NCIH23_LUNG
ACH-000870,NCIH23_LUNG
ACH-000414,NCIH23_LUNG
ACH-000752,NCIH23_LUNG
ACH-000729,NCIH23_LUNG
ACH-000587,NCIH23_LUNG
ACH-001137,NCIH23_LUNG
ACH-000533,NCIH23_LUNG
ACH-000886,NCIH23_LUNG
ACH-000781,NCIH23_LUNG
ACH-000298,NCIH23_LUNG
ACH-000521,NCIH23_LUNG
ACH-000153,NCIH23_LUNG
ACH-000727,NCIH23_LUNG
ACH-000590,NCIH23_LUNG
ACH-000010,NCIH23_LUNG
ACH-000394,NCIH23_LUNG
ACH-000451,NCIH23_LUNG
ACH-000841,NCIH23_LUNG
ACH-000290,NCIH23_LUNG
ACH-000904,NCIH23_LUNG
ACH-000639,NCIH23_LUNG
ACH-000929,NCIH23_LUNG
ACH-000311,NCIH23_LUNG
ACH-000785,NCIH23_LUNG
ACH-001363,NCIH23_LUNG
ACH-001138,NCIH23_LUNG
ACH-000481,NCIH23_LUNG
ACH-000525,NCIH23_LUNG
ACH-000924,NCIH23_LUNG
ACH-000399,NCIH23_LUNG
ACH-000610,NCIH23_LUNG
ACH-000447,NCIH23_LUNG
ACH-000367,NCIH23_LUNG
ACH-000912,NCIH23_LUNG
ACH-000718,NCIH23_LUNG
ACH-000900,NCIH23_LUNG
ACH-000951,NCIH23_LUNG
ACH-000875,NCIH23_LUNG
ACH-000121,NCIH23_LUNG
ACH-000186,NCIH23_LUNG
ACH-000092,NCIH23_LUNG
ACH-000648,NCIH23_LUNG
ACH-000700,NCIH23_LUNG
ACH-000251,NCIH23_LUNG
ACH-001075,NCIH23_LUNG
ACH-000337,NCIH23_LUNG
ACH-000837,NCIH23_LUNG
ACH-000109,NCIH23_LUNG
ACH-001364,NCIH23_LUNG
ACH-000860,NCIH23_LUNG
ACH-000638,NCIH23_LUNG
ACH-000800,NCIH23_LUNG
ACH-000463,NCIH23_LUNG
ACH-000360,NCIH23_LUNG
ACH-000871,NCIH23_LUNG
ACH-000395,NCIH23_LUNG
ACH-000343,NCIH23_LUNG
ACH-000816,NCIH23_LUNG
ACH-000767,NCIH23_LUNG
ACH-000628,NCIH23_LUNG
ACH-001599,NCIH23_LUNG
ACH-000378,NCIH23_LUNG
ACH-000945,NCIH23_LUNG
ACH-000177,NCIH23_LUNG
ACH-000853,NCIH23_LUNG
ACH-000089,NCIH23_LUNG
ACH-000358,NCIH23_LUNG
ACH-000491,NCIH23_LUNG
ACH-000775,NCIH23_LUNG
ACH-000403,NCIH23_LUNG
ACH-000789,NCIH23_LUNG
ACH-000355,NCIH23_LUNG
ACH-001140,NCIH23_LUNG
ACH-000416,NCIH23_LUNG
ACH-000292,NCIH23_LUNG
ACH-001365,NCIH23_LUNG
ACH-000710,NCIH23_LUNG
ACH-000297,NCIH23_LUNG
ACH-000050,NCIH23_LUNG
ACH-000474,NCIH23_LUNG
ACH-002169,NCIH23_LUNG
ACH-002170,NCIH23_LUNG
ACH-002171,NCIH23_LUNG
ACH-002172,NCIH23_LUNG
ACH-002173,NCIH23_LUNG
ACH-002174,NCIH23_LUNG
ACH-002175,NCIH23_LUNG
ACH-002176,NCIH23_LUNG
ACH-002177,NCIH23_LUNG
ACH-002286,NCIH23_LUNG
ACH-002287,NCIH23_LUNG
ACH-002341,NCIH23_LUNG
ACH-000243,DANG_PANCREAS
ACH-000698,DMS53_LUNG
ACH-000019,MCF7_BREAST
ACH-000866,NCIH1184_LUNG
ACH-000514,NCIH1184_LUNG
ACH-000780,NCIH1184_LUNG
ACH-000980,NCIH1184_LUNG
ACH-000523,NCIH1184_LUNG
ACH-000510,NCIH1184_LUNG
ACH-000921,NCIH1184_LUNG
ACH-000129,NCIH1184_LUNG
ACH-000666,NCIH1184_LUNG
ACH-000845,NCIH1184_LUNG
ACH-000737,NCIH1184_LUNG
ACH-000327,NCIH1184_LUNG
ACH-001591,NCIH1184_LUNG
ACH-000852,NCIH1184_LUNG
ACH-000830,NCIH1184_LUNG
ACH-000589,NCIH1184_LUNG
ACH-000506,NCIH1184_LUNG
ACH-000892,NCIH1184_LUNG
ACH-000869,NCIH1184_LUNG
ACH-000916,NCIH1184_LUNG
ACH-000015,NCIH1184_LUNG
ACH-000179,NCIH1184_LUNG
ACH-000744,NCIH1184_LUNG
ACH-000766,NCIH1184_LUNG
ACH-000035,NCIH1184_LUNG
ACH-000893,NCIH1184_LUNG
ACH-000448,NCIH1184_LUNG
ACH-000021,NCIH1184_LUNG
ACH-000431,NCIH1184_LUNG
ACH-000747,NCIH1184_LUNG
ACH-000675,NCIH1184_LUNG
ACH-000282,NCIH1184_LUNG
ACH-001362,NCIH1184_LUNG
ACH-000379,NCIH1184_LUNG
ACH-000496,NCIH1184_LUNG
ACH-000888,NCIH1184_LUNG
ACH-000033,NCIH1184_LUNG
ACH-000559,NCIH1184_LUNG
ACH-000733,NCIH1184_LUNG
ACH-000894,NCIH1184_LUNG
ACH-001136,NCIH1184_LUNG
ACH-000586,NCIH1184_LUNG
ACH-000434,NCIH1184_LUNG
ACH-000870,NCIH1184_LUNG
ACH-000414,NCIH1184_LUNG
ACH-000752,NCIH1184_LUNG
ACH-000729,NCIH1184_LUNG
ACH-000587,NCIH1184_LUNG
ACH-001137,NCIH1184_LUNG
ACH-000533,NCIH1184_LUNG
ACH-000886,NCIH1184_LUNG
ACH-000781,NCIH1184_LUNG
ACH-000298,NCIH1184_LUNG
ACH-000521,NCIH1184_LUNG
ACH-000153,NCIH1184_LUNG
ACH-000727,NCIH1184_LUNG
ACH-000590,NCIH1184_LUNG
ACH-000010,NCIH1184_LUNG
ACH-000394,NCIH1184_LUNG
ACH-000451,NCIH1184_LUNG
ACH-000841,NCIH1184_LUNG
ACH-000290,NCIH1184_LUNG
ACH-000904,NCIH1184_LUNG
ACH-000639,NCIH1184_LUNG
ACH-000929,NCIH1184_LUNG
ACH-000311,NCIH1184_LUNG
ACH-000785,NCIH1184_LUNG
ACH-001363,NCIH1184_LUNG
ACH-001138,NCIH1184_LUNG
ACH-000481,NCIH1184_LUNG
ACH-000525,NCIH1184_LUNG
ACH-000924,NCIH1184_LUNG
ACH-000399,NCIH1184_LUNG
ACH-000610,NCIH1184_LUNG
ACH-000447,NCIH1184_LUNG
ACH-000367,NCIH1184_LUNG
ACH-000912,NCIH1184_LUNG
ACH-000718,NCIH1184_LUNG
ACH-000900,NCIH1184_LUNG
ACH-000951,NCIH1184_LUNG
ACH-000875,NCIH1184_LUNG
ACH-000121,NCIH1184_LUNG
ACH-000186,NCIH1184_LUNG
ACH-000092,NCIH1184_LUNG
ACH-000648,NCIH1184_LUNG
ACH-000700,NCIH1184_LUNG
ACH-000251,NCIH1184_LUNG
ACH-001075,NCIH1184_LUNG
ACH-000337,NCIH1184_LUNG
ACH-000837,NCIH1184_LUNG
ACH-000109,NCIH1184_LUNG
ACH-001364,NCIH1184_LUNG
ACH-000860,NCIH1184_LUNG
ACH-000638,NCIH1184_LUNG
ACH-000800,NCIH1184_LUNG
ACH-000463,NCIH1184_LUNG
ACH-000360,NCIH1184_LUNG
ACH-000871,NCIH1184_LUNG
ACH-000395,NCIH1184_LUNG
ACH-000343,NCIH1184_LUNG
ACH-000816,NCIH1184_LUNG
ACH-000767,NCIH1184_LUNG
ACH-000628,NCIH1184_LUNG
ACH-001599,NCIH1184_LUNG
ACH-000378,NCIH1184_LUNG
ACH-000945,NCIH1184_LUNG
ACH-000177,NCIH1184_LUNG
ACH-000853,NCIH1184_LUNG
ACH-000089,NCIH1184_LUNG
ACH-000358,NCIH1184_LUNG
ACH-000491,NCIH1184_LUNG
ACH-000775,NCIH1184_LUNG
ACH-000403,NCIH1184_LUNG
ACH-000789,NCIH1184_LUNG
ACH-000355,NCIH1184_LUNG
ACH-001140,NCIH1184_LUNG
ACH-000416,NCIH1184_LUNG
ACH-000292,NCIH1184_LUNG
ACH-001365,NCIH1184_LUNG
ACH-000710,NCIH1184_LUNG
ACH-000297,NCIH1184_LUNG
ACH-000050,NCIH1184_LUNG
ACH-000474,NCIH1184_LUNG
ACH-002169,NCIH1184_LUNG
ACH-002170,NCIH1184_LUNG
ACH-002171,NCIH1184_LUNG
ACH-002172,NCIH1184_LUNG
ACH-002173,NCIH1184_LUNG
ACH-002174,NCIH1184_LUNG
ACH-002175,NCIH1184_LUNG
ACH-002176,NCIH1184_LUNG
ACH-002177,NCIH1184_LUNG
ACH-002286,NCIH1184_LUNG
ACH-002287,NCIH1184_LUNG
ACH-002341,NCIH1184_LUNG
ACH-000866,NCIH1836_LUNG
ACH-000514,NCIH1836_LUNG
ACH-000780,NCIH1836_LUNG
ACH-000980,NCIH1836_LUNG
ACH-000523,NCIH1836_LUNG
ACH-000510,NCIH1836_LUNG
ACH-000921,NCIH1836_LUNG
ACH-000129,NCIH1836_LUNG
ACH-000666,NCIH1836_LUNG
ACH-000845,NCIH1836_LUNG
ACH-000737,NCIH1836_LUNG
ACH-000327,NCIH1836_LUNG
ACH-001591,NCIH1836_LUNG
ACH-000852,NCIH1836_LUNG
ACH-000830,NCIH1836_LUNG
ACH-000589,NCIH1836_LUNG
ACH-000506,NCIH1836_LUNG
ACH-000892,NCIH1836_LUNG
ACH-000869,NCIH1836_LUNG
ACH-000916,NCIH1836_LUNG
ACH-000015,NCIH1836_LUNG
ACH-000179,NCIH1836_LUNG
ACH-000744,NCIH1836_LUNG
ACH-000766,NCIH1836_LUNG
ACH-000035,NCIH1836_LUNG
ACH-000893,NCIH1836_LUNG
ACH-000448,NCIH1836_LUNG
ACH-000021,NCIH1836_LUNG
ACH-000431,NCIH1836_LUNG
ACH-000747,NCIH1836_LUNG
ACH-000675,NCIH1836_LUNG
ACH-000282,NCIH1836_LUNG
ACH-001362,NCIH1836_LUNG
ACH-000379,NCIH1836_LUNG
ACH-000496,NCIH1836_LUNG
ACH-000888,NCIH1836_LUNG
ACH-000033,NCIH1836_LUNG
ACH-000559,NCIH1836_LUNG
ACH-000733,NCIH1836_LUNG
ACH-000894,NCIH1836_LUNG
ACH-001136,NCIH1836_LUNG
ACH-000586,NCIH1836_LUNG
ACH-000434,NCIH1836_LUNG
ACH-000870,NCIH1836_LUNG
ACH-000414,NCIH1836_LUNG
ACH-000752,NCIH1836_LUNG
ACH-000729,NCIH1836_LUNG
ACH-000587,NCIH1836_LUNG
ACH-001137,NCIH1836_LUNG
ACH-000533,NCIH1836_LUNG
ACH-000886,NCIH1836_LUNG
ACH-000781,NCIH1836_LUNG
ACH-000298,NCIH1836_LUNG
ACH-000521,NCIH1836_LUNG
ACH-000153,NCIH1836_LUNG
ACH-000727,NCIH1836_LUNG
ACH-000590,NCIH1836_LUNG
ACH-000010,NCIH1836_LUNG
ACH-000394,NCIH1836_LUNG
ACH-000451,NCIH1836_LUNG
ACH-000841,NCIH1836_LUNG
ACH-000290,NCIH1836_LUNG
ACH-000904,NCIH1836_LUNG
ACH-000639,NCIH1836_LUNG
ACH-000929,NCIH1836_LUNG
ACH-000311,NCIH1836_LUNG
ACH-000785,NCIH1836_LUNG
ACH-001363,NCIH1836_LUNG
ACH-001138,NCIH1836_LUNG
ACH-000481,NCIH1836_LUNG
ACH-000525,NCIH1836_LUNG
ACH-000924,NCIH1836_LUNG
ACH-000399,NCIH1836_LUNG
ACH-000610,NCIH1836_LUNG
ACH-000447,NCIH1836_LUNG
ACH-000367,NCIH1836_LUNG
ACH-000912,NCIH1836_LUNG
ACH-000718,NCIH1836_LUNG
ACH-000900,NCIH1836_LUNG
ACH-000951,NCIH1836_LUNG
ACH-000875,NCIH1836_LUNG
ACH-000121,NCIH1836_LUNG
ACH-000186,NCIH1836_LUNG
ACH-000092,NCIH1836_LUNG
ACH-000648,NCIH1836_LUNG
ACH-000700,NCIH1836_LUNG
ACH-000251,NCIH1836_LUNG
ACH-001075,NCIH1836_LUNG
ACH-000337,NCIH1836_LUNG
ACH-000837,NCIH1836_LUNG
ACH-000109,NCIH1836_LUNG
ACH-001364,NCIH1836_LUNG
ACH-000860,NCIH1836_LUNG
ACH-000638,NCIH1836_LUNG
ACH-000800,NCIH1836_LUNG
ACH-000463,NCIH1836_LUNG
ACH-000360,NCIH1836_LUNG
ACH-000871,NCIH1836_LUNG
ACH-000395,NCIH1836_LUNG
ACH-000343,NCIH1836_LUNG
ACH-000816,NCIH1836_LUNG
ACH-000767,NCIH1836_LUNG
ACH-000628,NCIH1836_LUNG
ACH-001599,NCIH1836_LUNG
ACH-000378,NCIH1836_LUNG
ACH-000945,NCIH1836_LUNG
ACH-000177,NCIH1836_LUNG
ACH-000853,NCIH1836_LUNG
ACH-000089,NCIH1836_LUNG
ACH-000358,NCIH1836_LUNG
ACH-000491,NCIH1836_LUNG
ACH-000775,NCIH1836_LUNG
ACH-000403,NCIH1836_LUNG
ACH-000789,NCIH1836_LUNG
ACH-000355,NCIH1836_LUNG
ACH-001140,NCIH1836_LUNG
ACH-000416,NCIH1836_LUNG
ACH-000292,NCIH1836_LUNG
ACH-001365,NCIH1836_LUNG
ACH-000710,NCIH1836_LUNG
ACH-000297,NCIH1836_LUNG
ACH-000050,NCIH1836_LUNG
ACH-000474,NCIH1836_LUNG
ACH-002169,NCIH1836_LUNG
ACH-002170,NCIH1836_LUNG
ACH-002171,NCIH1836_LUNG
ACH-002172,NCIH1836_LUNG
ACH-002173,NCIH1836_LUNG
ACH-002174,NCIH1836_LUNG
ACH-002175,NCIH1836_LUNG
ACH-002176,NCIH1836_LUNG
ACH-002177,NCIH1836_LUNG
ACH-002286,NCIH1836_LUNG
ACH-002287,NCIH1836_LUNG
ACH-002341,NCIH1836_LUNG
ACH-000866,NCIH2029_LUNG
ACH-000514,NCIH2029_LUNG
ACH-000780,NCIH2029_LUNG
ACH-000980,NCIH2029_LUNG
ACH-000523,NCIH2029_LUNG
ACH-000510,NCIH2029_LUNG
ACH-000921,NCIH2029_LUNG
ACH-000129,NCIH2029_LUNG
ACH-000666,NCIH2029_LUNG
ACH-000845,NCIH2029_LUNG
ACH-000737,NCIH2029_LUNG
ACH-000327,NCIH2029_LUNG
ACH-001591,NCIH2029_LUNG
ACH-000852,NCIH2029_LUNG
ACH-000830,NCIH2029_LUNG
ACH-000589,NCIH2029_LUNG
ACH-000506,NCIH2029_LUNG
ACH-000892,NCIH2029_LUNG
ACH-000869,NCIH2029_LUNG
ACH-000916,NCIH2029_LUNG
ACH-000015,NCIH2029_LUNG
ACH-000179,NCIH2029_LUNG
ACH-000744,NCIH2029_LUNG
ACH-000766,NCIH2029_LUNG
ACH-000035,NCIH2029_LUNG
ACH-000893,NCIH2029_LUNG
ACH-000448,NCIH2029_LUNG
ACH-000021,NCIH2029_LUNG
ACH-000431,NCIH2029_LUNG
ACH-000747,NCIH2029_LUNG
ACH-000675,NCIH2029_LUNG
ACH-000282,NCIH2029_LUNG
ACH-001362,NCIH2029_LUNG
ACH-000379,NCIH2029_LUNG
ACH-000496,NCIH2029_LUNG
ACH-000888,NCIH2029_LUNG
ACH-000033,NCIH2029_LUNG
ACH-000559,NCIH2029_LUNG
ACH-000733,NCIH2029_LUNG
ACH-000894,NCIH2029_LUNG
ACH-001136,NCIH2029_LUNG
ACH-000586,NCIH2029_LUNG
ACH-000434,NCIH2029_LUNG
ACH-000870,NCIH2029_LUNG
ACH-000414,NCIH2029_LUNG
ACH-000752,NCIH2029_LUNG
ACH-000729,NCIH2029_LUNG
ACH-000587,NCIH2029_LUNG
ACH-001137,NCIH2029_LUNG
ACH-000533,NCIH2029_LUNG
ACH-000886,NCIH2029_LUNG
ACH-000781,NCIH2029_LUNG
ACH-000298,NCIH2029_LUNG
ACH-000521,NCIH2029_LUNG
ACH-000153,NCIH2029_LUNG
ACH-000727,NCIH2029_LUNG
ACH-000590,NCIH2029_LUNG
ACH-000010,NCIH2029_LUNG
ACH-000394,NCIH2029_LUNG
ACH-000451,NCIH2029_LUNG
ACH-000841,NCIH2029_LUNG
ACH-000290,NCIH2029_LUNG
ACH-000904,NCIH2029_LUNG
ACH-000639,NCIH2029_LUNG
ACH-000929,NCIH2029_LUNG
ACH-000311,NCIH2029_LUNG
ACH-000785,NCIH2029_LUNG
ACH-001363,NCIH2029_LUNG
ACH-001138,NCIH2029_LUNG
ACH-000481,NCIH2029_LUNG
ACH-000525,NCIH2029_LUNG
ACH-000924,NCIH2029_LUNG
ACH-000399,NCIH2029_LUNG
ACH-000610,NCIH2029_LUNG
ACH-000447,NCIH2029_LUNG
ACH-000367,NCIH2029_LUNG
ACH-000912,NCIH2029_LUNG
ACH-000718,NCIH2029_LUNG
ACH-000900,NCIH2029_LUNG
ACH-000951,NCIH2029_LUNG
ACH-000875,NCIH2029_LUNG
ACH-000121,NCIH2029_LUNG
ACH-000186,NCIH2029_LUNG
ACH-000092,NCIH2029_LUNG
ACH-000648,NCIH2029_LUNG
ACH-000700,NCIH2029_LUNG
ACH-000251,NCIH2029_LUNG
ACH-001075,NCIH2029_LUNG
ACH-000337,NCIH2029_LUNG
ACH-000837,NCIH2029_LUNG
ACH-000109,NCIH2029_LUNG
ACH-001364,NCIH2029_LUNG
ACH-000860,NCIH2029_LUNG
ACH-000638,NCIH2029_LUNG
ACH-000800,NCIH2029_LUNG
ACH-000463,NCIH2029_LUNG
ACH-000360,NCIH2029_LUNG
ACH-000871,NCIH2029_LUNG
ACH-000395,NCIH2029_LUNG
ACH-000343,NCIH2029_LUNG
ACH-000816,NCIH2029_LUNG
ACH-000767,NCIH2029_LUNG
ACH-000628,NCIH2029_LUNG
ACH-001599,NCIH2029_LUNG
ACH-000378,NCIH2029_LUNG
ACH-000945,NCIH2029_LUNG
ACH-000177,NCIH2029_LUNG
ACH-000853,NCIH2029_LUNG
ACH-000089,NCIH2029_LUNG
ACH-000358,NCIH2029_LUNG
ACH-000491,NCIH2029_LUNG
ACH-000775,NCIH2029_LUNG
ACH-000403,NCIH2029_LUNG
ACH-000789,NCIH2029_LUNG
ACH-000355,NCIH2029_LUNG
ACH-001140,NCIH2029_LUNG
ACH-000416,NCIH2029_LUNG
ACH-000292,NCIH2029_LUNG
ACH-001365,NCIH2029_LUNG
ACH-000710,NCIH2029_LUNG
ACH-000297,NCIH2029_LUNG
ACH-000050,NCIH2029_LUNG
ACH-000474,NCIH2029_LUNG
ACH-002169,NCIH2029_LUNG
ACH-002170,NCIH2029_LUNG
ACH-002171,NCIH2029_LUNG
ACH-002172,NCIH2029_LUNG
ACH-002173,NCIH2029_LUNG
ACH-002174,NCIH2029_LUNG
ACH-002175,NCIH2029_LUNG
ACH-002176,NCIH2029_LUNG
ACH-002177,NCIH2029_LUNG
ACH-002286,NCIH2029_LUNG
ACH-002287,NCIH2029_LUNG
ACH-002341,NCIH2029_LUNG
ACH-000866,NCIH2122_LUNG
ACH-000514,NCIH2122_LUNG
ACH-000780,NCIH2122_LUNG
ACH-000980,NCIH2122_LUNG
ACH-000523,NCIH2122_LUNG
ACH-000510,NCIH2122_LUNG
ACH-000921,NCIH2122_LUNG
ACH-000129,NCIH2122_LUNG
ACH-000666,NCIH2122_LUNG
ACH-000845,NCIH2122_LUNG
ACH-000737,NCIH2122_LUNG
ACH-000327,NCIH2122_LUNG
ACH-001591,NCIH2122_LUNG
ACH-000852,NCIH2122_LUNG
ACH-000830,NCIH2122_LUNG
ACH-000589,NCIH2122_LUNG
ACH-000506,NCIH2122_LUNG
ACH-000892,NCIH2122_LUNG
ACH-000869,NCIH2122_LUNG
ACH-000916,NCIH2122_LUNG
ACH-000015,NCIH2122_LUNG
ACH-000179,NCIH2122_LUNG
ACH-000744,NCIH2122_LUNG
ACH-000766,NCIH2122_LUNG
ACH-000035,NCIH2122_LUNG
ACH-000893,NCIH2122_LUNG
ACH-000448,NCIH2122_LUNG
ACH-000021,NCIH2122_LUNG
ACH-000431,NCIH2122_LUNG
ACH-000747,NCIH2122_LUNG
ACH-000675,NCIH2122_LUNG
ACH-000282,NCIH2122_LUNG
ACH-001362,NCIH2122_LUNG
ACH-000379,NCIH2122_LUNG
ACH-000496,NCIH2122_LUNG
ACH-000888,NCIH2122_LUNG
ACH-000033,NCIH2122_LUNG
ACH-000559,NCIH2122_LUNG
ACH-000733,NCIH2122_LUNG
ACH-000894,NCIH2122_LUNG
ACH-001136,NCIH2122_LUNG
ACH-000586,NCIH2122_LUNG
ACH-000434,NCIH2122_LUNG
ACH-000870,NCIH2122_LUNG
ACH-000414,NCIH2122_LUNG
ACH-000752,NCIH2122_LUNG
ACH-000729,NCIH2122_LUNG
ACH-000587,NCIH2122_LUNG
ACH-001137,NCIH2122_LUNG
ACH-000533,NCIH2122_LUNG
