cell_id,AAR2,ABCF1,ACAP1,ACTL8,ADAM28,ADGRF1,ADRA2B,AGPAT3,AKNA,AKR1A1,ALCAM,ALDH2,ALOX12B,ALOXE3,AMPD3,ANKLE1,ANKRD44,AP1M2,AP5Z1,APOBEC4,ARFGAP1,ARHGAP11A,ARMC3,ARSD,ASMT,ASPM,ATAD2,ATP6V1B2,ATP9B,AURKA,AVIL,BCL2L15,BCR,BET1,BHLHA15,BICDL2,BIN3,BLM,BRD9,BSPRY,BUB1,C10orf95,C11orf16,C16orf54,C19orf44,C1orf112,C1orf210,C1orf52,C20orf27,C20orf85,C2orf74,C5orf34,C6orf118,C8orf58,CALU,CARD16,CASP1,CAVIN4,CBLC,CBX7,CCAR1,CCDC127,CCDC150,CCDC152,CCDC17,CCDC170,CCDC25,CCDC6,CCNB2,CCR2,CCR4,CCR5,CCR8,CCT2,CCT6A,CD163,CD2,CD27,CD3D,CD3E,CD3G,CD40LG,CD48,CD5,CD52,CD6,CDC20,CDC25A,CDC25B,CDC42SE2,CDC45,CDC6,CDCA2,CDCA5,CDCA8,CDHR4,CDK1,CDK4,CENPF,CENPL,CENPN,CENPO,CERT1,CFAP126,C1orf194,CFAP65,CFAP74,CFAP77,CFLAR,CFTR,CHAF1A,CHCHD2,CHEK1,CHMP4C,CHMP7,CIB1,CKAP2L,CKS1B,CLDN4,CLDN7,CLIC5,CLNK,CNDP2,CNFN,CNKSR1,CNOT2,CNOT7,CNR2,CNTFR,CPVL,CRB3,CRCP,CSDE1,CSE1L,CSTF1,CTBP2,CTDSP2,CTNNBL1,CTSB,CTTN,CTTNBP2NL,CUZD1,CXCL17,CXCR3,CXCR5,CXCR6,CYBA,CYP27B1,CYP4X1,CYP7B1,CYSRT1,DACH1,DAPL1,DCANP1,DCDC2B,DDIT3,DDX27,DEK,DEPDC1,DGCR2,DHX16,DHX35,DIDO1,DLL3,DMBT1,DMTN,WDR63,DOCK5,DPAGT1,DPM1,DR1,DRC1,DRC7,DSCC1,DSG1,DTHD1,DUSP12,DUSP6,TCTEX1D4,E2F1,EEF1AKMT3,EEF1B2,EEF2,EGFR,EIF3L,ELF3,ELMO3,ELP3,EME1,ENPP3,ENTPD4,EPHB2,EPM2AIP1,EPOP,ERAL1,ERBB2,ERI1,ERICH1,ERLIN1,ESR1,ESRP2,ETV4,EXOC3,EYA2,EYA4,EZH1,FADD,FAF1,FAHD2B,FAM209A,FAM209B,FAM219A,FAM24B,FAM32A,FAM81B,FANCD2,FASLG,FBH1,FBXO17,FBXO25,FCGR2A,FCGR3A,FCRL6,FDFT1,FAM160B2,FKBP9,FLT3,FOCAD,FOLR2,FOXM1,FRMPD2,FRS2,FUOM,FUT10,FUT2,FUT3,FUT6,FZD7,GAL,GARS1,GATAD1,GCHFR,GJC1,GLTP,GMIP,GNAI3,GNB3,C10orf99,GPR171,GPR174,GPR18,GRB7,GRHL2,GSR,GTF2E2,GTPBP4,GZMH,GZMK,GZMM,HASPIN,HEXIM2,HKDC1,HMGA2,HMGB2,HORMAD1,HOXA1,HOXA10,HOXA11,HOXA2,HOXA3,HOXA4,HOXA5,HOXA6,HOXA7,HOXA9,HOXC10,HOXC11,HOXC4,HOXC5,HOXC6,HOXC8,HOXC9,HOXD13,HPS6,IDH3B,IFT20,IFT52,IGDCC4,IGF1,IGF2BP1,IGF2BP2,IGF2BP3,IK,IKZF2,IL12B,IL2RB,IL5RA,INPP4A,INSL3,INTS10,INTS5,INTS9,IPCEF1,ITGAL,ITGB7,KCNMA1,KCNRG,KCTD11,KCTD9,KDELR2,KDELR3,KDF1,KDM7A,KIF13B,KIF14,KIF15,KIF23,KIF2C,KIF4A,KLHL9,KLRB1,KPNA2,KRT1,KRT10,LARP4B,LCN2,LDLRAD1,LEPROTL1,LIME1,LIPG,LPXN,LRFN1,LSR,LTB,LTO1,LY9,LYN,MAB21L4,MAD2L1,MAD2L2,MAK16,MAP3K19,MAP4K1,MAP6D1,MAP7D3,MARCHF9,MARCKS,MBD2,MCM10,MCM6,MCPH1,MDM2,MED10,METTL1,METTL5,MFHAS1,MFSD14A,MIEN1,MIPOL1,MITD1,MKNK2,MLH1,MLLT3,MON1B,MORN5,MPP1,MPV17L,MRGBP,MRM2,MRPL36,MRPS17,MRPS27,MS4A4A,MS4A6A,MS4A7,MS4A8,MSL1,MSR1,MTBP,MTHFD2,MUC16,MUC20,MUC4,MUC5B,MYBL2,MYBPC2,NADK2,NAT1,NCAPG,NCAPH,NCCRP1,NDC80,NDUFS6,NEK2,NEMP1,NKAIN1,NLRC3,NLRX1,NME8,NOP56,NOXO1,NPEPL1,NPM2,NRAS,NRM,NUDT1,NUDT18,NUF2,NUP107,NUSAP1,ARMC4,OLAH,ORC1,ORMDL3,OS9,OSER1,OVOL2,P2RY10,PAM,PARP8,PBX4,PCDH7,PCM1,PCMT1,PDCD1,PDCD6,PDRG1,PDZK1IP1,PER2,PFDN4,PGR,PIGR,PIMREG,PINX1,PLA2G4D,PLEKHA2,PLEKHG7,PLK1,PNPLA1,PNPT1,POLDIP2,POLL,POLR3D,PPFIA1,PPP2R2A,PPP5C,PRC1,PRELID3B,PRKCQ,PRR29,PRRG2,PRSS22,PRSS27,PRSS8,PSMA7,PSMB10,PSMD3,PSRC1,PSTPIP1,PTCD2,PTK2B,PTN,PTPRCAP,PTX3,PXDC1,R3HCC1,RAB25,RAB36,RACGAP1,RAD51,RAD54L,RAE1,RAI2,RASAL3,RASGEF1B,RBBP8NL,RBMXL1,REEP4,RHEX,RIIAD1,RILPL1,RNF114,RNF144B,RNF222,RP9,RPAP3,RPL3,RPS6KA1,RSPH14,RSPH4A,RSPO1,RTEL1,S1PR4,SAE1,SARAF,SBSN,SCEL,SCNN1A,SCUBE1,SDF2,SDHA,SEC61G,SELENOP,SERPINB1,SGO2,SHCBP1,SHOX2,SIGLEC1,SIKE1,SIT1,SKA3,SKIDA1,SLAMF7,SLC18A2,SLC25A21,SLC35E3,SLC39A2,SLC40A1,SLC4A5,SLC6A20,SLFN12L,SLPI,SNRPA1,SNRPD1,SNRPG,SNTN,SNX20,SORBS2,SPAG5,SPC24,SPC25,SPINT2,SPN,SPRED2,SPRY4,SQOR,SRPRA,ST14,ST6GALNAC1,STAC,STARD3,STAT4,STAU1,STMN1,STT3A,STX18,STX19,SUN1,SYK,SYTL1,SYTL3,TACR1,TAF4,TAGAP,TBC1D10C,TBC1D31,TCF19,TCF25,TENT5C,TESPA1,TEX19,THEM5,THEMIS,TIFAB,TIRAP,TKFC,TLR3,TMED6,TMEFF1,TMEM106A,TMEM184A,TMEM190,TMEM199,TMEM203,TMEM243,TMEM248,TMEM79,TNFAIP6,TNFRSF10A,TNFRSF10B,TNIP1,TOGARAM2,TOM1,TOP2A,TPRKB,TPX2,TRIB3,TRIM35,TRIM8,TRIP13,TRMT9B,TSFM,TSPAN31,TTC7B,TTC9,TTI2,TTK,TTLL10,TUBA4B,TUBB,TYW1,UBASH3A,UBE2C,UBXN8,UCKL1,UQCC1,USP1,USP54,VKORC1L1,VPS37A,VWA3A,WBP1L,WDHD1,WDR62,WDR70,WDR76,WRN,WWP2,XKRX,XPO5,XPO7,YEATS4,YTHDF1,YWHAB,ZBBX,ZFP64,ZGRF1,ZNF311,ZNF385B,ZNF395,ZNF516,ZNF622,ZNF772,ZNF831,ZNHIT6
ACH-000352,0.05924968,-1.165792018,-0.111532009,0.009107409,-0.020509986,0.018747721,-0.004861913,-0.0638978,-0.203746059,0.117559686,0.002031607,0.013761773,-0.126219215,-0.104587821,-0.05298295,-0.220309855,-0.004284269,0.017225208,0.045505501,-0.125685751,-0.037215533,-0.430688943,0.017159755,0.23224934,,-0.568239405,-0.217591766,0.190283628,-0.077960758,-1.256239047,-0.000746978,-0.117634305,-0.080678598,-0.514913802,0.003466799,-0.240327135,0.229950048,-0.140193054,-0.216611575,0.047853168,-0.779269606,,0.305021812,0.166498597,-0.139924715,-0.060826434,0.004703939,-0.129517599,0.021017164,0.143150312,,0.064777836,0.039441523,0.024445107,0.098682771,0.027410159,-0.030707901,-0.027549324,-0.190043862,0.01151356,-0.805663388,0.083909857,-0.043868656,0.079384574,-0.132190772,0.124885269,-0.175360337,-0.066811028,-0.274680849,0.142747201,-0.108881964,0.092955928,0.235185139,-1.367238427,-1.721357989,-0.010731139,-0.224596502,-0.028691047,-0.249921556,0.137441298,0.150048304,0.016400069,-0.097962138,-0.20138651,-0.05169882,-0.075715395,-2.152351271,-0.121924249,-0.173636673,0.0131615,-2.437442271,-1.74773457,-0.238092754,-0.306074858,-1.344630692,-0.008665765,-1.926565621,-1.760425241,-0.297839448,-0.746973864,-1.486156257,-0.064642938,-0.04768462,-0.06055328,-0.062173826,0.124833502,,-0.282905124,-0.801230758,0.079642026,-1.155322847,-0.580902739,-1.665744547,-0.008512561,-0.372287335,-0.003634665,-0.501462685,-0.979505455,-0.017589038,-0.102467819,0.079751114,-0.080433842,-0.028012794,-0.233531294,-0.181406096,-0.405971861,-0.485474642,0.089355484,-0.018410727,0.033582956,0.159584637,-1.405295601,-0.356872485,-2.212610147,-0.539673582,-0.301348204,-0.098382543,-1.18848286,0.17016632,-0.320326747,-0.136480972,-0.051387433,0.021459788,0.064650408,0.107651749,0.081505204,0.01535071,-0.278378217,-0.110627713,0.183262419,-0.247373984,-0.173066697,-0.042340755,-0.116607005,-0.128546112,-0.101668782,-0.932319783,0.182273994,-0.023902921,-0.158214252,-1.329654151,-0.222889812,-0.47994524,0.108664137,0.118911541,0.023691902,-0.394868547,-0.118697867,-0.593528352,-0.134406788,-0.893187952,-0.077298807,-0.048229536,0.003973206,-0.119106747,-0.088817396,-0.248442963,0.064261963,0.024113962,-1.698832537,-0.375512305,-0.630909791,-2.82801426,-0.132941962,-0.520382962,-0.044288377,-0.137073406,-0.903884455,-0.036453035,-0.180334092,0.018816305,0.054405774,-0.130982141,-0.296207378,-0.363925291,-0.036268889,0.028256101,0.247977855,-0.07624548,-1.722508417,0.011672793,-0.135946007,-0.660697737,0.039470909,0.081689594,-0.062173986,-0.398278179,-0.114513705,-0.225701245,0.108784183,-0.061536093,-0.115696063,0.084747152,-0.644462607,0.079484873,-0.17234625,0.093168684,0.052818273,-0.097968831,0.041160742,0.033705542,0.153511397,-0.05553558,-1.077487688,0.141743114,-0.077822824,-0.070590233,0.056791291,,-0.052031615,-0.047251586,-0.335664682,0.132031373,0.256150194,0.042794343,0.19590122,0.160538579,0.111292252,-0.065347308,-1.544409157,-0.056962513,-0.004731647,-0.174772794,0.019406747,0.08572358,-0.019240948,-0.098617569,0.14091125,0.102530791,0.045449814,-0.040006768,0.051751774,-0.461584452,0.113573439,-1.394211059,-2.347495445,-0.405902314,-0.126712193,-0.024904011,-0.022934768,-0.179400277,-0.050147862,0.166566547,0.199528264,-0.135497079,0.004072736,0.183298355,-0.133865099,-0.011675569,0.062568404,0.155803535,0.09377384,-0.192947857,0.032244512,-0.055988219,-0.212725399,-0.175696675,-0.335490994,-0.283724417,-0.264762353,-0.118608361,-0.398387362,-0.301654946,-0.010952959,-0.113408372,0.043803121,0.048595862,-0.192922241,-0.150662556,-0.004798124,-0.184294549,-0.15004447,-1.551359273,0.11083243,0.230101109,0.056282116,0.126911484,-0.171707135,0.015158418,-1.247184232,-1.326425123,-1.741478748,-0.013053337,-0.051087034,-0.076676891,0.064755894,-0.003762294,0.022253706,-0.067748434,-0.15680325,0.061085957,-0.043615975,-0.136695467,-0.182863992,-0.428833931,0.054744584,-2.005750877,-0.227564812,-0.583873282,0.051039394,0.053083586,-0.333678927,-0.239873406,-0.175514971,-0.670269317,-0.06857445,-0.123489919,0.151035362,0.114012201,-0.148656128,0.015350939,0.022591459,0.094102729,-0.024298693,-1.411537146,-0.14381076,-0.061450465,0.033482111,-1.593629726,-0.548091645,-1.704948844,0.055006599,0.122157012,0.033347848,-0.105226661,-0.358721179,0.014305372,-0.29279184,-0.38466687,-0.929045906,-0.231781875,-0.350261797,-1.068015595,-0.441664388,-0.252758519,0.026638706,0.041399105,-0.083546161,-0.038022674,-0.078736705,-0.141322183,-0.020256492,-0.069168975,0.106298239,-0.102286964,-0.011956067,-0.01129001,-1.249131845,-0.298685179,-0.603492425,-0.326921956,-0.490025558,-0.061952917,-0.328508523,-0.099077904,-0.03953502,-0.343415525,0.079673821,-1.655548099,0.119571526,-0.093336823,-0.359070373,0.038081612,-0.087890476,-0.030582248,-0.114567222,0.173360023,0.117048106,-1.478301036,-1.06388372,0.085584618,-1.843080852,0.002586604,-0.004517223,0.082671373,-0.080019013,,0.036998554,0.024875736,-1.808969696,-0.008647131,0.03673312,0.042399736,-0.129628906,-0.168860193,0.057700756,,-1.372248222,-0.865331502,-0.222102242,0.004645493,0.210696788,-0.936783836,-0.006360205,-0.235582267,0.053672176,0.063489269,-0.074711921,0.042782432,0.002237985,-0.112718263,0.118229396,-0.079267105,-0.220410428,-0.057623565,-0.434818722,-1.388570338,-0.293612224,-0.185044788,-0.186611987,0.032243555,-0.190280054,-0.05512641,-0.090386572,-0.168314337,,-0.030012528,-2.146981346,-0.034822744,-1.186289538,,-0.109703241,-1.075619008,-0.193320669,0.010411285,-0.027123764,-0.650725551,-1.947960142,0.070790422,0.104306235,0.12764841,0.007920103,-0.037072435,0.05365666,-2.011220752,-0.022914758,-2.017168831,-0.123238921,-0.03186335,-0.059792739,0.159189168,-0.01767243,-0.010219538,0.299354872,0.18925473,0.053800936,-0.015090388,,-1.469943327,-1.387815558,-0.049672369,-1.203982663,0.02174679,-0.12022662,-0.039199112,-0.056105509,-0.831826394,0.062924255,-0.092658029,0.103971402,-0.175787344,0.083591035,0.176235462,-0.021360481,-0.090016821,-0.884547707,-2.358690214,-0.101795385,-0.214983124,0.137742056,0.054402922,-0.274761263,-0.088976043,-1.560276587,-0.013084352,0.02697986,0.039265831,-0.02926332,0.031184385,-0.203044883,-0.350151896,-1.139693197,0.017326496,0.058873612,-0.057126318,-0.170967552,0.170239503,0.007078147,0.036806403,-0.072378967,-0.767634603,-0.017339763,-0.109684753,0.08346516,0.029674731,-0.028546322,-0.143600719,0.169025928,-0.335163052,-0.047426985,0.032414028,0.043889852,-2.630167248,-2.913769229,-1.414968994,-0.118759181,-0.001351886,0.1569255,-0.515373444,-2.516072823,-1.856058248,-0.183859786,-0.045910689,0.12620838,-0.01038081,-0.053822219,-0.576591646,0.114220541,-0.36296692,0.04429263,-0.087712447,-0.082891603,-0.217435449,-0.295327234,0.036257177,-1.163363044,0.055323996,0.066759968,-0.044505464,0.103251595,0.094235077,-0.060608832,-0.221551078,-0.02761521,-0.332148374,-0.151761873,-0.147443555,0.211698569,-0.032088852,-0.117321955,-0.231496369,-0.123196516,-0.026731674,0.056235808,0.1313115,-0.238756306,0.191925699,-0.078542119,0.160208442,-0.11736764,-0.069560243,0.036741123,-0.082082803,0.374417888,-0.083443162,-0.080777249,-0.055893927,-0.100158483,0.040480117,0.228795422,0.11969332,0.093251361,-0.172197426,-2.313816443,-0.496692486,-1.500771148,0.078296524,0.129870894,-0.090422523,-0.148544138,0.085851684,-0.304430312,-0.14892977,0.11514531,-0.046121353,-1.459138945,-0.807711371,0.110749207,,-2.010778639,0.118057128,0.091981989,-0.724734842,,0.160199184,-0.057075487,-0.361965043,-0.101096661,-0.140673241,-1.183152487,0.007747429,-0.108105942,-0.988176472,-0.233362787,,-0.288985156,-0.157217501,-0.126262895,-0.107056811,-0.57703311,-0.167658293,-0.616111813,0.170808385,0.157678902,-0.040023504,0.137051776,-0.293819139,0.028057844,0.231511607,-0.081104041,,-0.15287963,0.097260429,-0.030337607,-0.593550175
ACH-000554,0.010382474,-0.158903144,0.174127455,0.209045543,-0.008199846,-0.298650744,-0.081092126,0.005495353,0.103427612,-0.067548109,-0.22680702,0.120173799,0.060206647,0.048040393,-0.020174013,-0.173975618,-0.085442419,-0.0217088,0.097983803,0.017840971,0.31823447,-0.525220691,0.170414451,0.391229221,,-0.432737913,0.015477782,-2.321295784,0.016872435,-1.788861117,-0.185766368,0.012707774,0.135879672,-0.647827796,-0.223278122,-0.147480041,-0.006164493,-0.184855976,0.105257566,0.09906286,-0.804747809,0.06124932,0.266155183,0.263528225,-0.238137447,-0.209109897,0.039216065,-0.499612415,-0.039982233,0.19482351,,0.002755057,0.204355638,0.140999414,0.090586913,0.0063952,-0.084942404,-0.04961273,0.058504418,-0.055532231,-1.24814018,0.091860614,-0.110692624,0.330673093,-0.083999273,0.051559995,0.117285988,-0.558817742,-0.225141094,0.140419721,0.078289457,-0.251913723,-0.104127798,-1.097051006,-0.871828501,0.00193591,-0.08811793,-0.16144631,-0.134587233,-0.1091821,0.023632237,-0.069370032,-0.308025556,-0.103743276,,0.062160905,-2.772459025,-0.244408247,-0.249444992,0.107976704,-2.662139652,-2.231837168,0.137432303,-1.02171928,-1.27218393,-0.102955945,-3.359014475,-1.725714731,-0.277354288,-0.680168024,-1.182015306,0.014713385,-0.274864043,0.068971488,0.041434517,0.097374863,,-0.037710539,-0.945339747,-0.029674978,-0.899398042,-0.535841849,-3.247211099,-0.05755073,-0.515654272,-0.08767165,0.069961166,,0.187051491,0.056739142,0.168007942,-0.276490994,-0.026359378,0.162041631,0.066264389,-0.335930943,-0.588404377,0.038018437,0.09942074,-0.104118779,0.119126518,-0.522661191,-0.908551778,-2.280964296,-0.30057661,-0.1934678,-0.147160803,-1.883030885,0.212167932,-0.187843292,-0.055507576,-0.148286243,-0.261618062,0.159212707,0.010747984,0.15598259,-0.294242954,-0.111816796,-0.189346486,0.030850471,,0.05517233,-0.026737528,-0.020795382,-0.259036588,-0.294728933,-0.689763432,-0.095417707,-0.233756055,-0.089676218,-1.746659207,-0.161153744,-0.338589068,-0.18452005,0.254810249,-0.034333399,-0.41959036,0.17800488,-0.122253554,-0.238980874,-0.36245435,-0.223258477,0.035437115,-0.332792669,-0.052914658,-0.400935971,-0.107006983,0.090393428,0.341424833,-0.224085572,-0.203132937,-0.917109044,-0.771237225,-0.467987515,-0.125444633,-0.157986397,0.171265322,-0.693291373,-0.081913114,-0.119094429,-0.173820794,0.091553483,0.100598824,-0.335754686,-0.058269178,-2.576159063,-0.021297156,0.259336092,-0.17760489,-0.030644343,-0.199138244,-0.096098404,-0.640626868,-0.198739379,0.349231027,-0.065670423,-0.299240579,-0.028244136,-0.091459003,0.065662273,-0.135756122,-0.149745081,0.165515914,-0.84123351,0.053689628,-0.313228901,0.139298401,-0.047538607,0.066305372,-0.075567716,0.443154633,0.397217858,0.039020926,-0.451100565,-0.022116943,-0.003201848,-0.368647794,-0.064020316,0.123922697,-0.450694191,-0.536110063,-0.060173395,0.123769785,-0.024483404,-0.084785492,0.080672481,-0.025440451,0.204585254,-0.093280888,-0.613256463,-0.451617022,-0.293346153,-0.233641301,0.064916903,0.078869247,-0.395104953,0.016620815,0.202322641,-0.012191391,0.170942949,0.202494396,-0.779124771,-0.46792558,-0.030758285,-2.841179675,-0.762371996,-0.49320132,-0.255556026,0.107194655,0.359595799,0.033592086,0.030847771,0.177180922,0.284704849,-0.092217248,-0.05558651,-0.142880555,-0.168400821,-0.031302784,0.09734135,0.112633083,0.075387464,0.055251547,0.151844146,0.07411503,-0.264274805,-0.09876053,-0.19851654,-0.093920381,-0.069877504,-0.318772428,-0.093693962,-0.119429705,0.164817152,0.249347501,-0.128558057,-0.41641457,-0.121659502,0.154490316,0.39600099,-0.116838091,0.059221474,-3.015085713,0.076586854,0.147568977,0.122224896,-0.095378288,-0.053649354,0.008731524,-0.447165721,-0.802675734,-2.201891502,0.417593246,0.073380581,-0.005782368,-0.366428336,-0.151297917,-0.242502202,-0.169628623,-0.146198009,-0.329896495,0.136696656,-0.08804997,-0.116076836,-0.627293877,-0.051267106,-0.280584172,-0.171618722,-1.440433278,0.342534097,0.047102702,-0.676070888,-0.019618975,-0.390894056,-0.024774214,0.095898663,-0.087583091,-0.213794057,0.166389708,-0.034892851,-0.07366014,0.143954979,0.09000974,0.038699043,-1.202784548,-0.081842877,-0.085988128,0.136598817,0.081009078,-1.719757167,-0.951553582,0.134632037,0.046218166,0.298252238,-0.108952654,,0.232197362,0.05754927,-0.11163089,-0.506592373,-0.008233471,-0.427337415,-0.735285822,-0.557859875,0.023164167,0.260161725,-0.351903537,-1.647363347,-0.084891775,-0.15908361,0.176698073,-0.030919134,-0.036684837,0.15062105,0.032724058,0.120662546,0.004860735,-0.297752544,-0.06197335,-0.370903394,-0.198831173,-0.897127455,-0.044242513,0.012577975,0.624961616,-0.186882467,-1.098402005,0.01847626,-2.245182371,-0.024940632,0.022754056,-0.069203126,-0.008505918,-0.104361141,-1.089060969,0.080494004,0.061417476,-0.153714828,-1.209747613,-1.202312748,0.010737753,-2.520331311,-0.450647158,-0.359975818,0.119876665,0.029380953,,-0.012445146,-0.119957266,-1.387130091,-0.074570877,0.327990611,0.03194602,-0.294735278,-0.117002861,0.013477614,,-1.939485906,-1.325196176,-0.412755883,0.06216887,0.031433382,-0.538423996,-1.36585677,-0.358139391,-0.259236021,-0.065276364,-0.046078391,0.048984459,-0.084171767,0.154668712,0.052213748,-0.192929754,-0.144734982,0.003350392,-0.303275,-1.828845634,-0.389896266,-0.030356078,0.002849104,0.10479889,-0.226783198,-0.120044592,0.221646069,-0.154907822,,-0.262477907,-3.548773916,-0.102094346,-0.875103555,,-0.053139867,-0.723338146,-0.095618561,0.027041179,0.202244773,-0.4466395,-2.851440777,-0.022985834,-0.290738892,0.023144577,-0.074053327,0.099563808,0.179905549,-2.05369722,-0.088268859,-2.41279727,-0.094857401,-0.033964926,-0.147032973,0.112796642,0.124553659,0.106123702,0.123969758,0.222719224,0.124399103,0.020909095,0.099015079,-0.650891724,-0.458063553,-0.256752118,-1.211945464,-0.000308546,0.024980341,-0.005780645,0.192645347,-0.614675281,-0.333019489,-0.33389308,0.056099456,-0.085088118,-0.161098131,0.036600085,0.129103164,-0.056691861,-1.246654822,-1.653492203,-0.093530736,0.040276296,0.067755645,0.136040014,-0.091352838,0.125724349,-0.157353139,-0.134904135,0.281136475,0.258455529,-0.115089197,0.069586887,-0.179142786,-0.27762621,-1.736896669,-0.069069274,-0.012469549,0.003756456,-0.255510467,-0.014270642,0.042951524,-0.06238457,0.189080271,-1.172029064,0.050479303,-0.151734418,0.204612581,0.375720125,0.016722848,-0.460429415,0.106804091,-0.241531416,-0.084418928,0.025128707,-0.028304973,-3.413091731,-3.633952561,,-0.080716968,0.041836878,0.242717572,-0.671376424,-3.069191206,-3.536182842,0.133030356,0.039530386,0.405828449,0.220297965,9.84E-05,-1.893049063,0.290092489,-0.161426551,-0.069786258,-1.254885239,-0.048883715,-0.180738957,0.176138972,0.090828097,-0.860695381,-0.045007516,0.354490349,-0.10331773,0.040513554,0.160814558,-0.013561628,0.247813564,0.147070801,-0.46085107,0.010764965,0.101462294,-0.070761435,-0.077503902,-0.561769192,-0.098601493,-0.170845587,0.025103821,-0.018825351,0.276011633,-0.239990546,0.358304847,-0.195664698,0.016444003,0.015930181,0.200205287,0.124366324,-0.320710706,0.394942253,-0.40679762,-0.219327165,0.057355808,0.168410111,-0.09720503,0.117565739,0.005407361,0.015221175,0.05772707,0.214342437,-0.06692052,-2.570218149,0.055969295,0.022896445,0.106728441,-0.452516875,0.22232788,0.002012688,-0.656562828,0.06541479,0.303362522,-0.575758093,-0.226260799,0.165547186,,-0.582832112,-0.047462489,-0.041484304,-1.273007598,,0.375298818,-0.149136941,-0.274260711,-0.151251147,-0.374859827,0.175278626,0.04978464,-0.013500479,-0.976861661,0.05948935,-1.873289651,-0.344101665,-0.093258188,-0.144431506,-0.004925536,-0.554524593,-0.202294834,-0.910237311,0.256669379,-0.305894946,0.299880036,0.021800886,-0.562279378,-0.156948729,0.159273509,-0.012945128,,-0.057483658,0.121428781,0.242259406,-0.446466154
